id,label
HAND_24e4002f5a,0
HAND_9b14d6f1e8,0
HAND_a240d81fb3,0
HAND_bb5973b571,0
HAND_1f2f15ad88,0
HAND_914587ef01,0
HAND_723fd7a68a,0
HAND_23128ecf43,0
HAND_a2b6d62b29,0
HAND_80f8d2cbaa,0
HAND_b128ec1eef,0
HAND_b56fb39856,0
HAND_12ee19ac20,0
HAND_3156f56753,0
HAND_0c1c0a1c6e,0
HAND_0ebf29eed5,0
HAND_7d07c44572,0
HAND_17f3f6abb1,0
HAND_7775dc9ccd,0
HAND_daed0efaa2,0
HAND_e7ab29a1e4,0
HAND_8bcf855e2c,0
HAND_d3dad4e03d,0
HAND_2d66daa62b,0
HAND_b7ff2ef035,0
HAND_07255610d0,0
HAND_f93a00373e,0
HAND_d8b704df9f,1
HAND_fc5f2b587f,0
HAND_7b9a63a02a,0
HAND_a74bcd394b,0
HAND_1dcfd5a80a,0
HAND_2788fead21,0
HAND_65265bdaf1,0
HAND_0611980e77,0
HAND_9da4e43578,0
HAND_bf04e03b74,0
HAND_3cf83737a7,0
HAND_1a71476c4c,0
HAND_001d6a4bab,0
HAND_8eff84adb5,0
HAND_a8ef627ecc,0
HAND_37297a7c44,0
HAND_11147392ce,0
HAND_f6c98bd4e4,0
HAND_9d0005509d,0
HAND_089039ce8a,0
HAND_a710d106e8,0
HAND_3c065aa700,0
HAND_16588f8aab,0
HAND_d807e67441,0
HAND_c32b860b71,0
HAND_3bee45480b,0
HAND_53e93cff46,0
HAND_d88cbbe340,0
HAND_9eadc451cf,0
HAND_654784c812,0
HAND_6b113dabd1,0
HAND_ce98603c4d,0
HAND_0a623864bf,0
HAND_a0c59e1a7a,0
HAND_d5aacf608e,0
HAND_01d558a862,0
HAND_796da65790,0
HAND_e85b8a320b,0
HAND_3cd27b7300,0
HAND_4dab668290,0
HAND_220e5864fe,0
HAND_247a0e5339,0
HAND_79f2c5df63,0
HAND_41995c7719,0
HAND_8ff408ad44,1
HAND_7885099863,0
HAND_84edbdd58a,0
HAND_b459ee7740,0
HAND_79276cea80,0
HAND_576e2e7875,0
HAND_31809b3409,0
HAND_f8287609c2,0
HAND_0bf4a34e7e,0
HAND_eeec9183dd,0
HAND_1b54342884,0
HAND_f7d9f0b9b8,0
HAND_2e4b33ee73,0
HAND_1b45fc63fd,0
HAND_c73baf0fe6,0
HAND_2a52ba2bd0,0
HAND_844437a66d,0
HAND_82c32b0379,0
HAND_23951af79c,0
HAND_774e52c2b9,0
HAND_95f7134201,0
HAND_1f1c9d8df5,0
HAND_e8105e2f9e,0
HAND_03a3f2b2cc,0
HAND_4f3631e5e2,0
HAND_3a0b92e0c0,1
HAND_d90a1a42f0,1
HAND_674239e0cb,0
HAND_fe2021ff37,0
HAND_9b712a5186,0
HAND_119fff6d68,0
HAND_2ebb728e16,0
HAND_6ef78c1bfd,0
HAND_4a59b48f43,0
HAND_ff5dba887d,0
HAND_297eab26af,0
HAND_c09202ae6c,0
HAND_843c05f13d,0
HAND_0e0fc43844,0
HAND_0ba9bd527b,0
HAND_dd6b55e2ba,0
HAND_ede14be798,0
HAND_ad120af73b,0
HAND_622a709477,0
HAND_ca0ca27168,0
HAND_4d12067094,0
HAND_a05e3da72b,0
HAND_09e76e0541,1
HAND_f1724fd4f5,0
HAND_78cd2128ea,0
HAND_f2b00100e3,0
HAND_dbca788e59,0
HAND_4b4aa7e435,0
HAND_4f35afc742,0
HAND_a08da1b503,0
HAND_316d19b9cb,0
HAND_1a44be98e9,0
HAND_1cc08cc3ab,1
HAND_67b8f3ef1f,0
HAND_cff8636d69,0
HAND_ff0f0621f1,0
HAND_02407c515b,0
HAND_dc03cb41c4,0
HAND_d8610c3f94,0
HAND_9232efdb03,0
HAND_48c0b3a543,1
HAND_7ad5c03530,0
HAND_74e2a9da5d,0
HAND_7bf4229ed2,0
HAND_d137eb11d8,0
HAND_ab9b63c6a6,0
HAND_e72f91bfa8,0
HAND_c231693857,0
HAND_3b3bcc55f1,0
HAND_ff76a61324,1
HAND_a588e02398,1
HAND_329ee660e2,0
HAND_dd0ebe2da1,0
HAND_91c182d117,0
HAND_c7de8d18aa,0
HAND_f102131eb0,0
HAND_5d2fa8ed78,0
HAND_6d8f8f3fad,0
HAND_0d022d5e7f,0
HAND_2d94ca00af,1
HAND_093fc72a7b,1
HAND_161c26bde5,0
HAND_87cd734162,0
HAND_5e60f56e38,0
HAND_aa0eb1eddd,1
HAND_4e119feabb,0
HAND_b2e25d55ba,0
HAND_0ca3873a77,0
HAND_ab72813ef6,0
HAND_6a09d50a9f,0
HAND_93004d688b,0
HAND_0b22d3cc78,0
HAND_5a6ef9ccb4,0
HAND_c85d3232ce,0
HAND_895182e686,0
HAND_02cc410967,1
HAND_c5aa8c55bb,0
HAND_7e9d51b93f,0
HAND_06de3cbd28,0
HAND_1e6db58af6,0
HAND_385ad3cfb6,1
HAND_9ffea327ac,0
HAND_3f868e58da,0
HAND_8ab4ac1438,0
HAND_b92d62e494,0
HAND_fcbf0913b8,0
HAND_71f71bc98d,0
HAND_1eeadd3d72,0
HAND_4c908003eb,0
HAND_12fd379c24,0
HAND_d62f9a6374,0
HAND_61f10fcc1d,0
HAND_40eb9624a0,1
HAND_77d2c00463,0
HAND_1c745177be,1
HAND_d5f7041d94,0
HAND_787a5ddb61,0
HAND_5d9b52be55,0
HAND_db9c083c5c,0
HAND_1196f2df24,1
HAND_7cd60f5598,0
HAND_d1bd279f52,0
HAND_143858175d,0
HAND_df9774156b,0
HAND_1bd1456514,0
HAND_7c967d5ecb,0
HAND_199a3d2483,1
HAND_bf6f008f7b,0
HAND_f24f85f02f,0
HAND_2f0eb8867f,0
HAND_ef92b2710e,1
HAND_aa2eea2dae,0
HAND_05be89760f,0
HAND_604f5156a7,0
HAND_38226b28e9,0
HAND_0857728c11,0
HAND_8c43f7d7db,0
HAND_8e2202b752,0
HAND_17340158d0,0
HAND_b94e9ded54,0
HAND_bbe6c1b375,1
HAND_a312f2e670,0
HAND_5299009d99,1
HAND_3ce2905a26,0
HAND_00b9dc9a17,0
HAND_c92d230b5d,1
HAND_48752e0233,0
HAND_bfc8957b06,0
HAND_22b62e7b98,0
HAND_d5099b5a1a,0
HAND_0148500816,0
HAND_f3bf71e0d3,1
HAND_31ae182028,0
HAND_f8e9c46b3c,0
HAND_ff547dd864,0
HAND_32784dc623,0
HAND_8834c36c39,0
HAND_e44dccad15,0
HAND_b2b67326de,0
HAND_2b19386a7f,0
HAND_232e8510a7,0
HAND_ba191fd308,0
HAND_bdd8c63c8c,0
HAND_da74fdb9d2,0
HAND_f04fbfcb74,0
HAND_ae7e8dd49a,0
HAND_7bef05a6f5,0
HAND_45f7e8497c,0
HAND_ed921ff61f,0
HAND_7682c4005e,0
HAND_0107d60f78,0
HAND_116b081731,0
HAND_2cfb855754,1
HAND_a67daa892b,0
HAND_59bc60327e,0
HAND_45ab9b4357,1
HAND_a0e19820bf,0
HAND_120a1d3e64,0
HAND_82c65bfc9c,0
HAND_2ffa0434bd,1
HAND_2c4e88de26,0
HAND_48667ba5b4,1
HAND_f07ab2efd0,1
HAND_1dcca1c554,1
HAND_d0874d3f48,0
HAND_a6c58ea84e,0
HAND_e199a02278,1
HAND_318169062c,0
HAND_5f05fc564e,1
HAND_b9db4e2e5c,0
HAND_baebf33d80,0
HAND_0ad571d017,1
HAND_216c6e699f,1
HAND_9ee7ece90e,0
HAND_50202a9ddf,0
HAND_7fd8322182,1
HAND_b9e94ab7a4,1
HAND_0dc2d8f3d6,1
HAND_a4b1f01d72,0
HAND_89ccf0138a,0
HAND_df730f2c15,1
HAND_20b4809cb2,0
HAND_1e9d4734d9,1
HAND_b79054c19b,0
HAND_5a0425a0c3,0
HAND_d016e8dac4,0
HAND_0bb7efc0ff,1
HAND_9eaed7f021,1
HAND_8d163bea25,0
HAND_2c2c9fab5b,0
HAND_ca4733fb2b,0
HAND_1b2ebb27bd,0
HAND_b8e5283aa9,1
HAND_f0532edd04,1
HAND_f2f4ddb8a9,0
HAND_bc35304a9d,1
HAND_e406f77918,0
HAND_e687c0715c,0
HAND_fedab0955d,0
HAND_00a7f40ad2,0
HAND_1a19e913b1,0
HAND_28cbd49000,0
HAND_50e1f4594f,1
HAND_503aed55cf,1
HAND_bbcd666f9e,1
HAND_98f36e4343,0
HAND_73ad4c60ec,0
HAND_66a27cb9c0,0
HAND_8abebb538c,0
HAND_59911d64e9,1
HAND_fe3bf98f14,0
HAND_3d0fe980a8,0
HAND_1a3cc24975,1
